name,x,y,z
root,-0.535916,-10.666171,8.1963
neck,5.326473,-39.496285,19.5365
shoulder.l,-13.562216,-52.731863,19.8371
elbow.l,-18.585717,-41.914767,-32.6899
wrist.l,-13.557210,1.618655,-24.0031
shoulder.r,24.925375,-43.076777,23.1604
elbow.r,21.848248,-18.393695,-10.0457
wrist.r,14.654012,-16.224089,14.7664
headTop,7.819733,-64.076084,35.9012
hip.l,-8.166995,2.140647,16.9257
knee.l,-33.464058,33.367745,27.8513
ankle.l,-32.829794,49.441870,-4.4974
foot.l,-37.007970,56.075380,-12.8960
hip.r,6.339876,3.193329,7.0734
knee.r,48.451937,32.884506,-21.3690
ankle.r,4.603682,51.966408,-25.8239
foot.r,23.740539,55.891192,-41.9232
