name,x,y,z
root,-2.224911,-4.663219,-2.3427
neck,4.764662,-30.908604,-0.3427
shoulder.l,13.374597,-47.125927,-13.3910
elbow.l,26.093631,-22.801518,-14.0784
wrist.l,37.311769,-13.237702,-33.4462
shoulder.r,-0.844599,-46.257620,13.1709
elbow.r,-6.304411,-27.063904,39.9541
wrist.r,-15.597027,-15.332846,34.1991
headTop,9.660426,-54.799122,0.7169
hip.l,-9.829282,6.677356,-9.3016
knee.l,-41.169115,18.494203,-28.4602
ankle.l,-46.493435,54.814251,-59.3548
foot.l,-48.783220,49.950455,-61.6067
hip.r,-10.905347,4.031940,6.2925
knee.r,1.439859,35.136342,30.8586
ankle.r,41.324687,45.238069,48.6760
foot.r,48.181713,47.847845,48.4559
