name,x,y,z
root,-11.900388,-23.040083,5.4309
neck,2.141032,-39.605321,-0.0724
shoulder.l,5.661012,-48.666720,21.0198
elbow.l,2.058324,-22.826786,39.6539
wrist.l,22.499168,-25.980611,35.4347
shoulder.r,4.369278,-41.283285,-21.5930
elbow.r,-6.981293,-18.695951,-38.0058
wrist.r,11.948751,-9.319671,-16.6514
headTop,10.643788,-56.865655,-2.5191
hip.l,-6.180833,-10.219655,13.7989
knee.l,14.793081,19.424110,-7.9076
ankle.l,9.538941,56.409221,16.1286
foot.l,17.676052,61.175472,7.4669
hip.r,-15.379848,-11.991340,-3.5419
knee.r,-20.664558,27.267060,-22.4074
ankle.r,-23.907834,71.747300,-6.2860
foot.r,-16.314671,72.471915,-19.9491
