name,x,y,z
root,-5.792886,-12.520407,-2.8365
neck,1.343588,-34.891750,-0.5072
shoulder.l,6.579365,-42.682569,19.0067
elbow.l,20.100285,-18.811272,22.9563
wrist.l,31.963981,-2.186596,3.6915
shoulder.r,-6.269012,-53.033676,-14.9471
elbow.r,-8.126228,-36.274997,-42.9782
wrist.r,11.975917,-30.599543,-39.5833
headTop,-3.520771,-61.234031,3.6244
hip.l,-5.788540,2.452088,4.3948
knee.l,-8.980725,29.491011,43.6188
ankle.l,-21.846831,51.346257,85.7602
foot.l,-13.202603,43.739485,99.6695
hip.r,-6.368336,1.564454,-10.5383
knee.r,-2.584209,31.475250,-34.1946
ankle.r,-0.972110,69.270979,-65.2939
foot.r,11.489116,62.895318,-71.8430
