name,x,y,z
root,-1.764380,-19.790891,-4.9137
neck,6.203779,-41.837262,-4.5265
shoulder.l,24.215245,-45.203514,9.7908
elbow.l,13.536505,-33.231851,38.7473
wrist.l,6.269533,-13.674705,43.1668
shoulder.r,-10.269152,-50.900964,-15.9430
elbow.r,-24.725247,-36.868195,-43.4466
wrist.r,-13.650075,-12.418383,-57.9158
headTop,9.561825,-61.634472,11.3446
hip.l,11.553516,-8.408887,-3.2892
knee.l,2.958479,29.659205,19.6813
ankle.l,-6.364265,64.707300,49.1192
foot.l,1.245599,71.429068,44.1835
hip.r,-9.307848,-6.791647,-11.9799
knee.r,-5.962424,29.861016,-42.7744
ankle.r,-4.572070,67.482801,-10.3384
foot.r,1.070981,67.621381,-20.9058
