name,x,y,z
root,0.312281,-28.089332,3.0027
neck,-28.574713,-9.314960,-7.6411
shoulder.l,-34.236194,-15.059032,-29.8726
elbow.l,-31.665417,20.686612,-47.8322
wrist.l,-38.409238,46.531557,-73.9363
shoulder.r,-40.666578,-15.099325,10.8982
elbow.r,-42.827196,14.955967,37.0143
wrist.r,-50.737384,38.370887,46.4119
headTop,-55.658482,-23.265434,-17.6184
hip.l,11.844945,-20.404100,-5.7379
knee.l,38.938451,6.884062,-34.9770
ankle.l,70.298998,-7.427503,-22.5589
foot.l,64.520349,6.439984,-30.2372
hip.r,7.054260,-18.125794,14.1956
knee.r,23.558648,10.465971,49.5116
ankle.r,55.550097,-9.079227,52.5651
foot.r,50.697173,1.529666,56.8123
