name,x,y,z
root,11.330145,-4.460407,-33.7117
neck,-1.187588,-24.424154,-28.6053
shoulder.l,-16.928483,-23.741007,-40.5732
elbow.l,-25.100271,-2.879576,-19.4049
wrist.l,-33.205493,-20.010830,-9.1084
shoulder.r,6.929551,-41.358754,-20.2685
elbow.r,-3.524525,-55.657082,12.0829
wrist.r,-15.425158,-73.806379,6.2707
headTop,-14.320948,-39.535280,-29.8844
hip.l,6.877368,9.936007,-32.0742
knee.l,-1.390575,34.771964,3.7214
ankle.l,7.686733,64.332180,38.2359
foot.l,-10.884184,63.668815,40.0133
hip.r,17.399579,0.502200,-21.2070
knee.r,15.634446,24.132004,16.0139
ankle.r,30.409416,50.548356,51.9788
foot.r,25.699988,37.981941,66.5209
