name,x,y,z
root,3.265036,-16.745553,4.8157
neck,-0.744785,-44.589281,6.1705
shoulder.l,18.782218,-50.162540,12.9018
elbow.l,25.564431,-19.090386,26.3095
wrist.l,28.114853,-1.500445,0.7550
shoulder.r,-18.323756,-52.004999,3.7316
elbow.r,-24.179782,-26.598769,10.5775
wrist.r,-44.895282,-25.769566,-18.8019
headTop,-1.042566,-67.824600,3.3562
hip.l,10.732673,-3.001020,-2.5480
knee.l,9.651390,33.873109,-33.1024
ankle.l,13.679446,52.229571,15.4214
foot.l,11.253682,61.001983,9.1103
hip.r,-5.264507,-3.047565,-1.9308
knee.r,-7.517389,31.631278,-17.7700
ankle.r,-12.265302,62.602671,-7.3493
foot.r,-6.810359,68.996111,-11.6472
