name,x,y,z
root,2.027797,-10.637995,19.4191
neck,-1.207512,-38.553958,25.0560
shoulder.l,5.759335,-51.790946,7.5829
elbow.l,28.454418,-30.427572,3.0263
wrist.l,43.442721,-15.447351,-46.9785
shoulder.r,-9.623283,-37.785296,47.8633
elbow.r,-28.696837,-17.238767,43.1831
wrist.r,-43.420505,-4.532878,42.7093
headTop,-6.909501,-61.748505,25.0480
hip.l,6.235798,0.400588,5.0533
knee.l,6.222424,25.962062,-43.3654
ankle.l,16.811328,57.895349,-36.2527
foot.l,20.575271,51.011163,-47.4839
hip.r,-6.565308,3.712282,12.4017
knee.r,-11.756573,33.765070,-21.4509
ankle.r,-11.412832,51.177167,-11.2353
foot.r,-9.936741,44.239587,-24.5765
