name,x,y,z
root,-16.228746,-4.739188,-1.7874
neck,-5.434904,-31.489222,2.2416
shoulder.l,1.808481,-40.786065,19.3457
elbow.l,21.011664,-20.847944,34.8765
wrist.l,27.832795,-29.712732,32.5868
shoulder.r,-5.470698,-46.009175,-11.1360
elbow.r,0.486803,-27.618205,-39.5577
wrist.r,17.749082,-35.044604,-49.2470
headTop,-0.724640,-56.313104,4.6545
hip.l,-11.663825,8.234754,6.3450
knee.l,2.814932,27.245772,47.5915
ankle.l,-17.283837,53.875773,85.4251
foot.l,-7.476576,50.835592,96.5764
hip.r,-10.765483,6.701094,-11.1107
knee.r,7.883913,35.386622,-42.1964
ankle.r,-7.304040,57.373104,-84.5815
foot.r,2.765081,52.907528,-90.0264
