name,x,y,z
root,-1.909252,-17.612556,-9.0292
neck,-1.015683,-42.432576,-15.8370
shoulder.l,-20.939735,-46.094177,-23.7708
elbow.l,-23.779427,-25.185744,-34.8060
wrist.l,-23.297503,-20.631443,-15.4177
shoulder.r,17.678274,-51.538412,-23.0433
elbow.r,24.396768,-22.589336,-42.4594
wrist.r,25.429375,-1.785361,-15.9197
headTop,3.914481,-55.284657,-37.8935
hip.l,-8.414992,-5.046968,2.1841
knee.l,-12.180045,32.870361,41.6754
ankle.l,-4.927070,61.891668,33.9351
foot.l,-17.053374,57.190145,40.0136
hip.r,6.064179,-4.944680,1.1770
knee.r,13.530734,23.272683,45.5329
ankle.r,5.410090,59.152804,21.5848
foot.r,17.093182,58.768250,32.0737
