name,x,y,z
root,2.271311,-8.554607,31.5391
neck,1.413155,-35.289172,37.7459
shoulder.l,21.705513,-42.827634,41.4399
elbow.l,14.698377,-25.326625,-0.8002
wrist.l,11.669455,-17.608151,-22.0491
shoulder.r,-17.970699,-44.164417,42.4563
elbow.r,-23.800944,-34.253655,10.8572
wrist.r,-29.761387,-26.676648,-7.8736
headTop,1.553940,-54.968430,45.2551
hip.l,9.853629,4.014493,23.4560
knee.l,11.885219,32.998436,-13.0149
ankle.l,11.939598,62.191461,-42.8320
foot.l,19.960164,45.585389,-51.4344
hip.r,-5.003084,2.966141,22.5563
knee.r,-10.866142,25.995141,-16.2517
ankle.r,-8.768898,65.555564,-45.1199
foot.r,-10.779207,50.362713,-55.9300
