name,x,y,z
root,23.829214,15.202987,24.7630
neck,16.402955,-12.484319,16.5928
shoulder.l,22.878543,-25.007298,-2.1142
elbow.l,8.528955,-24.015141,-34.3249
wrist.l,-20.560358,-24.850986,-19.7206
shoulder.r,14.013807,-39.306402,36.4280
elbow.r,-15.128193,-32.608044,65.9725
wrist.r,-21.509723,-51.685105,52.6991
headTop,12.355710,-40.189720,-2.2321
hip.l,24.054698,22.320604,8.3753
knee.l,-12.574150,-3.355088,-16.8854
ankle.l,-32.419924,31.959259,-64.8136
foot.l,-41.827059,9.909716,-67.3149
hip.r,11.657232,26.647326,25.6855
knee.r,-22.667826,40.084335,-28.8817
ankle.r,13.804742,52.682586,6.2754
foot.r,19.161376,54.695288,-0.5041
