name,x,y,z
root,1.467819,-13.228688,23.7731
neck,-1.252926,-39.735906,35.5020
shoulder.l,17.491046,-51.016260,39.1082
elbow.l,11.326790,-19.526099,9.7205
wrist.l,1.653843,-26.892056,-17.8969
shoulder.r,-17.965113,-45.389772,49.0884
elbow.r,-16.793483,-21.913249,32.3471
wrist.r,-14.409581,-31.235958,4.7214
headTop,-0.564917,-57.474005,49.6765
hip.l,10.042903,-6.550521,10.4020
knee.l,13.746025,27.997157,-21.8765
ankle.l,13.599071,61.564379,-63.1974
foot.l,10.209449,50.300194,-72.7530
hip.r,-9.304246,-2.452920,16.0291
knee.r,-12.889635,35.480524,-16.6046
ankle.r,2.698821,71.823896,-35.8988
foot.r,-9.055868,68.249285,-42.1411
