name,x,y,z
root,-6.525447,-4.270406,18.1858
neck,-0.010785,-30.459191,11.7694
shoulder.l,18.893205,-42.998211,17.3386
elbow.l,19.848855,-22.664788,3.6151
wrist.l,27.774026,-18.423192,-20.1058
shoulder.r,-14.256953,-47.131869,10.3663
elbow.r,-5.913590,-21.616991,-14.2556
wrist.r,4.139459,-29.240659,-33.5810
headTop,6.577578,-56.413934,1.1527
hip.l,3.521848,8.414663,12.5867
knee.l,15.000125,23.181436,-28.8694
ankle.l,15.669660,49.735130,17.2544
foot.l,15.254613,57.617027,13.4628
hip.r,-17.356612,4.248802,8.5860
knee.r,-22.052598,31.675103,-32.8762
ankle.r,-28.446075,45.937289,11.8783
foot.r,-32.117308,52.409792,3.4919
