name,x,y,z
root,1.275279,-8.565283,14.0719
neck,2.710112,-31.696945,43.1192
shoulder.l,14.649854,-36.019195,67.6034
elbow.l,27.304767,-17.978092,39.2361
wrist.l,45.490406,-14.851872,25.8475
shoulder.r,-9.212103,-37.719906,67.8858
elbow.r,-18.791286,-24.498216,37.0976
wrist.r,-27.535929,-20.610240,32.4297
headTop,0.045605,-46.691579,68.5176
hip.l,6.291131,8.226954,2.0768
knee.l,10.983411,22.355492,-46.3961
ankle.l,11.293604,53.598899,-64.3682
foot.l,3.588093,42.655991,-87.4226
hip.r,-7.386727,4.349133,2.5940
knee.r,-15.863733,22.162550,-43.0735
ankle.r,-29.017516,47.971489,-67.8908
foot.r,-15.824967,37.310820,-91.3284
