name,x,y,z
root,14.239736,-16.718510,-3.7418
neck,-2.727986,-43.204299,-1.3446
shoulder.l,-3.760776,-45.900023,-22.9031
elbow.l,-4.045447,-20.331477,-45.5434
wrist.l,-17.457108,-8.202897,-32.8881
shoulder.r,6.592490,-45.828782,18.3421
elbow.r,10.949979,-24.090705,45.4887
wrist.r,-6.547005,-13.465114,38.9173
headTop,-13.576542,-58.876544,0.7972
hip.l,-0.222634,-7.571814,-13.3260
knee.l,0.166880,31.802411,-47.0500
ankle.l,9.136808,56.619786,-87.9532
foot.l,1.550802,58.354169,-90.7916
hip.r,3.883063,-8.714848,9.1895
knee.r,-1.207297,29.732018,48.3102
ankle.r,5.645205,58.352106,90.2041
foot.r,-2.620168,58.044525,94.2928
