name,x,y,z
root,-16.916854,-15.350156,-18.4871
neck,1.395819,-34.631161,-22.1160
shoulder.l,-13.475537,-40.947077,-5.0772
elbow.l,-9.793231,-16.392133,22.0423
wrist.l,-0.241330,-23.137083,7.9927
shoulder.r,14.685583,-45.857674,-33.2940
elbow.r,24.775428,-12.932077,-16.7473
wrist.r,14.223460,-20.139579,-4.6109
headTop,5.937342,-54.126275,-24.5056
hip.l,-11.358912,-4.896792,-2.9565
knee.l,-22.483638,32.299943,23.6820
ankle.l,-46.752130,57.611222,56.0528
foot.l,-45.874754,44.988661,67.6684
hip.r,-8.993326,-2.020154,-23.1122
knee.r,31.542087,15.326479,-16.7037
ankle.r,31.758516,61.246917,-4.4947
foot.r,51.571476,58.956939,-5.3332
