name,x,y,z
root,10.431020,-11.357384,-17.2608
neck,-1.658850,-33.743176,-18.0870
shoulder.l,-19.213871,-39.928171,-37.5497
elbow.l,-30.220658,-11.191615,-43.8215
wrist.l,-18.451802,11.607824,-23.1739
shoulder.r,12.120272,-52.171236,-14.4742
elbow.r,30.817158,-33.866979,11.1449
wrist.r,12.275153,-23.054687,24.6149
headTop,-26.998885,-61.637539,4.1880
hip.l,-3.693752,1.074736,-13.8058
knee.l,-24.392897,16.534190,30.1406
ankle.l,-17.936084,56.473627,-10.3138
foot.l,-22.656403,54.470542,-0.7988
hip.r,20.606676,-6.592235,-2.9784
knee.r,15.140896,23.747417,38.8900
ankle.r,35.374619,58.266459,32.0423
foot.r,28.457407,51.368226,41.2429
