name,x,y,z
root,-1.832498,0.676934,-29.1026
neck,0.903125,-26.761505,-32.5555
shoulder.l,-19.236319,-41.130013,-46.2170
elbow.l,-26.432726,-12.866277,-25.5927
wrist.l,-6.486158,-18.456623,2.3855
shoulder.r,19.361715,-40.319537,-48.6636
elbow.r,19.943429,-9.832479,-19.5732
wrist.r,3.054206,-16.754110,8.5580
headTop,8.192158,-49.556134,-60.0824
hip.l,-13.818021,6.996077,-15.4221
knee.l,-5.782890,40.247730,19.8699
ankle.l,-8.041363,86.148164,45.3733
foot.l,-41.638763,62.592360,50.4602
hip.r,9.133596,6.874932,-16.6323
knee.r,19.529674,-9.695090,29.4418
ankle.r,14.337457,34.492735,60.0867
foot.r,28.813379,-12.657164,77.6662
