name,x,y,z
root,5.340622,-1.213823,-31.7538
neck,4.167452,-36.267946,-25.5845
shoulder.l,-6.952738,-38.376236,-47.3010
elbow.l,-19.073772,-14.720617,-18.4356
wrist.l,-11.770069,-34.069039,-3.1550
shoulder.r,25.591119,-36.969103,-35.4471
elbow.r,21.327725,-17.839658,-10.3360
wrist.r,9.027852,-22.192913,-12.1524
headTop,7.374025,-62.755235,-19.6415
hip.l,-5.894975,5.957940,-23.6140
knee.l,-16.447886,32.157462,16.0998
ankle.l,-16.110125,60.243542,52.9328
foot.l,-22.666246,47.760171,60.4144
hip.r,13.458297,0.833660,-16.6945
knee.r,9.265677,31.333676,20.5369
ankle.r,-0.091374,56.604533,40.5375
foot.r,3.454416,29.513586,53.5940
