name,x,y,z
root,2.014999,-6.598197,21.3117
neck,-7.162573,-33.083731,23.4548
shoulder.l,13.582491,-40.297150,19.6925
elbow.l,17.523306,-26.645928,-1.1397
wrist.l,27.420660,-26.846952,-24.5192
shoulder.r,-24.713483,-37.340593,31.8337
elbow.r,-29.357296,-6.664751,48.2202
wrist.r,-43.128932,-0.732397,31.2729
headTop,-14.104432,-58.981751,27.8255
hip.l,13.530443,-0.537890,10.0815
knee.l,19.758550,17.636126,-33.0217
ankle.l,25.940932,43.033895,-50.9662
foot.l,23.993965,30.719296,-58.5296
hip.r,-7.118434,5.060970,13.9390
knee.r,-2.020533,29.119386,-27.2340
ankle.r,-7.103892,58.707757,-11.4768
foot.r,-9.055773,53.451909,-20.7447
