name,x,y,z
root,3.735339,16.693554,38.5994
neck,-3.823398,-8.745793,41.0885
shoulder.l,7.975852,-23.563656,51.1681
elbow.l,9.517740,-13.274527,20.3676
wrist.l,15.651000,-25.571848,-8.3978
shoulder.r,-28.477098,-9.436135,36.5212
elbow.r,-41.211646,-18.569120,16.5963
wrist.r,-45.370579,-29.448017,-4.4929
headTop,-4.731684,-33.645517,43.0469
hip.l,12.134924,8.210217,26.6162
knee.l,17.413034,-18.004881,-20.8265
ankle.l,25.210203,-46.510484,-110.2721
foot.l,12.477403,-60.988920,-115.2482
hip.r,-0.029032,25.330977,25.8603
knee.r,5.507012,50.957568,-0.7303
ankle.r,12.748365,96.703860,-17.3994
foot.r,1.272567,89.862722,-22.4973
