name,x,y,z
root,-4.577467,-4.307061,-14.5143
neck,-14.905751,-25.481166,-13.2720
shoulder.l,-13.763146,-38.382442,9.7307
elbow.l,-10.813918,-34.102654,35.3382
wrist.l,13.450080,-34.425742,42.8894
shoulder.r,-24.896247,-36.484595,-34.6342
elbow.r,-27.984655,-22.010360,-31.5095
wrist.r,-28.442590,0.404764,-42.4914
headTop,-19.025497,-47.456865,7.4811
hip.l,4.990903,0.113954,-0.8914
knee.l,-0.044279,33.758262,16.4561
ankle.l,-32.893459,69.183307,10.9642
foot.l,-29.899425,74.213706,10.9809
hip.r,10.367667,6.940452,-10.9975
knee.r,43.231149,14.579303,-4.9301
ankle.r,68.135620,26.693626,12.3021
foot.r,67.071015,16.763512,7.0979
