name,x,y,z
root,-6.356534,-7.659064,23.6761
neck,-5.438884,-30.726393,22.2868
shoulder.l,10.356241,-39.168691,33.2044
elbow.l,17.684210,-19.282094,39.7221
wrist.l,19.026547,-5.607551,21.3623
shoulder.r,-23.879129,-34.198899,12.1735
elbow.r,-34.997855,-8.047032,-1.9749
wrist.r,-31.524120,-7.471198,-24.6514
headTop,-7.345396,-48.697948,26.7672
hip.l,6.594959,-0.393940,20.6611
knee.l,19.645428,14.230798,-14.7658
ankle.l,36.153284,45.508495,-27.1819
foot.l,38.083506,42.979585,-33.9363
hip.r,-10.618237,1.323802,12.5318
knee.r,0.071805,22.942833,-23.2704
ankle.r,-10.479240,41.082047,-39.9161
foot.r,-16.976583,33.185250,-46.6883
