name,x,y,z
root,1.053333,-13.872614,-33.4754
neck,0.168923,-45.629702,-46.5259
shoulder.l,-17.548825,-37.028458,-39.4578
elbow.l,-35.314972,-27.219750,-32.8746
wrist.l,-25.472622,-4.441605,76.9863
shoulder.r,11.852710,-42.722350,-59.6728
elbow.r,26.546492,-25.400545,-81.7458
wrist.r,19.552648,2.996435,36.8299
headTop,-4.309402,-55.044430,-72.0901
hip.l,-3.798083,-5.868475,-19.1396
knee.l,-2.474001,34.775000,32.1283
ankle.l,-3.000998,68.106953,50.7736
foot.l,-58.034733,31.219623,43.8187
hip.r,7.993233,-3.328493,-21.5267
knee.r,20.829241,21.915575,33.5531
ankle.r,8.867495,68.825601,74.4906
foot.r,53.089560,32.717234,57.9282
