name,x,y,z
root,0.886361,-10.947454,18.9483
neck,1.014397,-34.986316,10.7634
shoulder.l,21.222420,-40.236856,18.5851
elbow.l,40.133795,-24.637429,35.5098
wrist.l,45.086617,-14.329334,19.4330
shoulder.r,-16.127802,-46.847609,-0.1109
elbow.r,-33.343086,-22.855492,-12.8567
wrist.r,-46.350146,-17.452846,-25.0842
headTop,2.574130,-52.554146,10.4573
hip.l,9.306229,0.035269,13.8209
knee.l,2.052446,30.597672,-41.1476
ankle.l,-13.211145,42.093779,-2.8237
foot.l,-7.747383,41.916090,-8.5623
hip.r,-10.511609,-3.673873,11.4257
knee.r,1.523000,18.806585,-22.4924
ankle.r,2.534609,68.958963,-7.6724
foot.r,0.957167,66.112998,-18.1934
