name,x,y,z
root,5.728192,-18.695540,0.0719
neck,4.931625,-40.048748,-13.6380
shoulder.l,28.072261,-49.596780,-11.9210
elbow.l,35.210844,-33.953849,-10.9958
wrist.l,23.175448,-29.842894,-18.2510
shoulder.r,-18.662294,-52.834743,-17.9055
elbow.r,-34.080042,-29.143930,6.3428
wrist.r,-43.755439,-17.163799,-13.0325
headTop,-5.244361,-58.788427,-24.0205
hip.l,18.157619,-4.704810,3.4429
knee.l,19.848800,39.835330,-15.9183
ankle.l,6.983646,61.472828,34.6104
foot.l,3.256305,76.255672,29.4487
hip.r,-3.241011,-2.405282,-2.1058
knee.r,-5.792235,37.409759,-18.3201
ankle.r,-13.832115,51.001026,35.6250
foot.r,-20.757242,71.204188,36.5668
