name,x,y,z
root,-2.347033,-14.270986,16.4763
neck,-4.223805,-38.629440,27.1497
shoulder.l,18.952669,-46.605920,22.8046
elbow.l,16.826685,-17.261328,-7.0396
wrist.l,17.722429,-10.353362,-12.4298
shoulder.r,-17.310304,-52.301108,40.8654
elbow.r,-22.264702,-25.886171,63.0695
wrist.r,-38.691808,-13.627652,54.7073
headTop,-3.579293,-58.360054,37.1648
hip.l,3.581570,-8.227704,3.1851
knee.l,11.284299,21.514654,-32.3593
ankle.l,20.135909,61.694746,-67.2643
foot.l,18.315892,52.233751,-82.1618
hip.r,-13.543397,-1.828029,12.6553
knee.r,-8.689738,24.455691,-20.7827
ankle.r,3.354335,63.385670,-22.9481
foot.r,0.476292,64.067243,-33.0924
