name,x,y,z
root,-14.231852,-11.263814,-1.1120
neck,-6.066173,-35.959773,-1.6625
shoulder.l,-13.955427,-57.831548,9.6565
elbow.l,-5.916422,-33.682786,32.2423
wrist.l,22.516967,-38.970681,52.6568
shoulder.r,8.540903,-44.054271,-14.9554
elbow.r,11.812199,-18.966244,-40.9026
wrist.r,27.870475,-2.586881,-49.3296
headTop,-3.033734,-62.213878,0.0426
hip.l,-13.185521,2.419722,7.9302
knee.l,-7.104233,27.455800,44.6985
ankle.l,-4.950713,62.863987,81.7590
foot.l,5.030670,51.159089,90.3404
hip.r,-4.464067,1.243165,-5.3442
knee.r,0.156005,31.995376,-41.7726
ankle.r,-7.615284,64.192131,-80.6611
foot.r,4.596205,64.200606,-83.5864
