name,x,y,z
root,5.001465,-13.841857,-0.8367
neck,0.530204,-41.095997,-2.2412
shoulder.l,-4.999450,-47.600143,-19.8651
elbow.l,-1.151361,-20.934080,-35.1480
wrist.l,-13.581046,-6.015046,-40.0204
shoulder.r,-2.965892,-50.601452,14.0169
elbow.r,2.533272,-24.748864,31.8726
wrist.r,-9.105771,-7.577672,39.1102
headTop,-9.306868,-62.867868,-3.7392
hip.l,-2.608743,-2.672943,-8.2770
knee.l,-4.948067,27.973909,-40.0522
ankle.l,12.146271,61.459308,-65.6592
foot.l,2.021676,62.601981,-75.3613
hip.r,-1.258229,-4.324392,8.8244
knee.r,-0.507224,23.633512,42.2718
ankle.r,19.020620,53.390805,72.0207
foot.r,9.179141,53.220800,83.0838
