name,x,y,z
root,4.276931,-6.595931,32.3640
neck,3.634249,-26.890674,16.0007
shoulder.l,27.363147,-35.109163,15.4061
elbow.l,38.987704,-7.358450,-5.8872
wrist.l,40.618994,3.921456,-18.3044
shoulder.r,-9.294770,-47.440197,30.9394
elbow.r,-14.430732,-24.183959,54.9169
wrist.r,-26.558926,-1.334874,56.1994
headTop,4.750737,-70.748168,5.9785
hip.l,12.728597,2.649703,18.8263
knee.l,4.716021,29.457304,-25.3282
ankle.l,-11.403484,52.725374,-45.8900
foot.l,0.939128,25.922447,-64.0881
hip.r,-13.280892,-0.340263,30.8189
knee.r,-25.528968,26.930606,-21.4150
ankle.r,-10.687940,52.475585,-34.4587
foot.r,-26.829794,25.919204,-46.0789
