name,x,y,z
root,-0.727443,-13.001308,22.1364
neck,2.691561,-39.622333,9.4254
shoulder.l,21.539859,-39.146444,23.1342
elbow.l,31.361614,-20.467531,-0.3953
wrist.l,19.046596,-24.176791,-17.8885
shoulder.r,-17.480580,-44.317786,-1.7581
elbow.r,-22.439478,-27.910147,-21.8742
wrist.r,-25.871875,-9.183261,-30.4443
headTop,5.751545,-63.448495,2.2072
hip.l,4.978236,2.022595,15.3587
knee.l,4.004238,36.069991,-30.0530
ankle.l,-1.729297,41.356872,10.7717
foot.l,-5.145065,45.369179,5.0539
hip.r,-7.877377,-0.286430,14.2088
knee.r,-1.774430,23.614648,-18.6986
ankle.r,-0.030936,64.429706,12.6861
foot.r,-6.297166,68.697536,6.1296
