name,x,y,z
root,-22.426598,3.543566,-28.6563
neck,-9.384999,-23.288933,-39.6354
shoulder.l,-14.819450,-37.033223,-32.6197
elbow.l,-8.121160,-19.302830,-1.3688
wrist.l,14.641742,-17.344930,24.6901
shoulder.r,1.569758,-23.724699,-58.9524
elbow.r,13.491729,-2.434969,-34.2072
wrist.r,31.150471,-18.240582,-25.7569
headTop,-3.315963,-45.109833,-49.8337
hip.l,-27.203188,7.006043,-11.6388
knee.l,2.229011,3.001090,34.3428
ankle.l,-6.908906,38.885154,66.7564
foot.l,-16.499217,28.904654,80.1044
hip.r,-11.826922,13.631650,-23.9121
knee.r,22.478811,18.763665,2.5027
ankle.r,11.862706,44.820283,44.6337
foot.r,23.082174,27.923894,53.5511
