name,x,y,z
root,-6.050659,-14.909473,25.1773
neck,-3.813159,-45.598924,24.1221
shoulder.l,17.032471,-46.592642,38.5428
elbow.l,17.689421,-18.073127,15.7427
wrist.l,27.882112,-12.105916,-7.0191
shoulder.r,-28.127747,-50.177356,26.7323
elbow.r,-23.281639,-19.335704,10.2668
wrist.r,-20.921539,-13.329999,-14.3610
headTop,-8.766398,-64.790816,45.7407
hip.l,7.192558,-5.157317,19.8894
knee.l,14.151565,29.507186,-12.7883
ankle.l,-3.968302,72.600025,-36.6182
foot.l,17.110211,47.657226,-48.5806
hip.r,-15.070556,-6.400395,13.7717
knee.r,-7.442542,27.630593,-20.4130
ankle.r,12.450727,72.968615,-29.6190
foot.r,3.933476,46.108026,-50.5866
