name,x,y,z
root,2.109060,-11.840671,-28.1528
neck,4.267623,-33.034598,-45.2649
shoulder.l,-15.262992,-45.380098,-60.2153
elbow.l,-20.389409,-25.901159,-27.8852
wrist.l,-16.028850,-10.024763,-9.8288
shoulder.r,25.696525,-41.428373,-59.0826
elbow.r,28.335223,-22.825680,-25.0267
wrist.r,21.003244,-8.070292,-5.2097
headTop,6.299543,-54.703325,-60.8852
hip.l,-9.929029,-3.256543,-16.7006
knee.l,-17.744167,27.024215,25.8113
ankle.l,-25.525174,55.945521,69.0307
foot.l,-27.767352,47.584896,76.0691
hip.r,11.667899,-1.930323,-16.2305
knee.r,11.218030,26.616682,28.6152
ankle.r,10.893374,54.865198,73.7658
foot.r,11.156452,46.359314,81.1903
