name,x,y,z
root,7.580410,11.048946,-30.1698
neck,-5.357724,-21.316977,-32.9091
shoulder.l,-30.549397,-22.486372,-53.7669
elbow.l,-8.665234,12.753212,-66.8052
wrist.l,-12.873381,-2.972345,-42.2278
shoulder.r,15.584558,-42.124279,-31.5104
elbow.r,14.368590,-31.332318,0.7400
wrist.r,21.642786,-50.928540,21.6565
headTop,-23.142096,-33.924315,-45.5592
hip.l,-1.777927,21.545387,-11.9912
knee.l,-35.086732,17.997673,47.1850
ankle.l,-19.231035,63.081319,-0.6419
foot.l,-30.100751,66.604161,9.9324
hip.r,23.417655,12.349011,-16.5976
knee.r,30.617974,-5.479805,43.5501
ankle.r,39.842394,29.440675,100.4331
foot.r,13.729910,-24.255433,108.6821
