name,x,y,z
root,-6.438368,22.552916,-34.7091
neck,-9.986117,-9.544047,-45.7440
shoulder.l,-27.565813,-21.367126,-50.1159
elbow.l,-16.707504,-21.934964,-14.6491
wrist.l,-4.934047,-39.378803,4.6959
shoulder.r,3.140207,-19.675626,-61.9365
elbow.r,7.321785,-9.942428,-20.9500
wrist.r,21.108218,-20.630076,1.6324
headTop,-14.896014,-33.988256,-58.0817
hip.l,-14.208530,24.934548,-18.1403
knee.l,-5.594642,0.438405,27.6066
ankle.l,-11.152852,27.627844,77.7849
foot.l,-10.856402,9.818659,82.9980
hip.r,8.467462,27.315141,-25.1401
knee.r,25.625814,-0.745361,14.7364
ankle.r,24.308337,38.416839,57.4083
foot.r,32.368466,26.102335,62.6043
