name,x,y,z
root,-3.572917,-13.115391,24.1241
neck,3.592130,-32.393403,9.5812
shoulder.l,19.994712,-38.851447,24.4088
elbow.l,26.986793,-14.848222,14.4654
wrist.l,14.778735,-24.061723,-5.9801
shoulder.r,-8.744259,-39.401470,-5.2924
elbow.r,-17.775509,-13.026329,-34.5407
wrist.r,-2.482203,-17.796382,-23.5042
headTop,6.279030,-53.704668,9.8808
hip.l,1.403352,1.344065,22.4626
knee.l,-2.898608,34.681327,-29.1049
ankle.l,-12.210055,41.802862,13.7247
foot.l,-15.821871,50.163418,5.3979
hip.r,-13.751541,-1.241285,16.1537
knee.r,3.223211,13.382549,-19.3171
ankle.r,2.064416,52.142328,-4.9193
foot.r,-1.065416,54.923768,-17.5406
