name,x,y,z
root,-4.857629,-16.786521,-22.4200
neck,1.037278,-47.137500,-30.3648
shoulder.l,-19.341484,-61.373678,-27.2998
elbow.l,-32.009413,-29.001140,-6.5307
wrist.l,-22.345252,-11.013234,12.2239
shoulder.r,11.202176,-54.361342,-52.7519
elbow.r,20.944763,-19.544142,-51.4350
wrist.r,21.408984,-2.757236,-33.1964
headTop,12.972764,-71.135405,-25.6254
hip.l,-9.708430,-9.471832,-6.9793
knee.l,0.299241,24.689126,29.8991
ankle.l,-15.595021,58.919592,56.6314
foot.l,1.354721,58.161015,64.3627
hip.r,6.330055,-3.927719,-19.5266
knee.r,11.478633,28.044437,18.0744
ankle.r,6.716603,79.878408,36.4437
foot.r,10.112008,76.817171,58.4947
