name,x,y,z
root,-16.933096,-11.140954,-10.2470
neck,1.050170,-32.239568,-10.9512
shoulder.l,10.878016,-40.265698,5.0888
elbow.l,20.232374,-22.086208,24.1451
wrist.l,23.290000,-32.014702,6.2140
shoulder.r,2.405616,-50.441847,-20.1144
elbow.r,-9.464085,-25.933054,-41.8751
wrist.r,5.387339,-26.248292,-36.3810
headTop,8.701942,-54.403415,-4.5560
hip.l,-13.723772,-0.117721,-1.0059
knee.l,1.900944,25.906028,32.5052
ankle.l,-12.403487,55.288847,65.6718
foot.l,-6.836930,52.182103,76.6842
hip.r,-15.118607,1.491882,-16.5890
knee.r,9.427221,27.726716,-40.6150
ankle.r,-4.607480,62.229488,-13.0120
foot.r,-4.186165,70.066393,-14.9625
