name,x,y,z
root,-1.950079,-23.532235,5.8434
neck,-3.415686,-38.163505,-12.5273
shoulder.l,23.374424,-44.327103,-18.8439
elbow.l,23.860474,-15.264878,-39.7283
wrist.l,8.310306,-16.404950,-54.9094
shoulder.r,-27.717983,-45.981337,-11.8913
elbow.r,-28.502991,-15.783713,-31.2574
wrist.r,-22.820870,-22.505306,-54.7275
headTop,-0.459865,-66.613629,-11.1791
hip.l,6.315302,-7.172849,8.3038
knee.l,16.287512,34.916037,1.2523
ankle.l,10.199801,39.330123,53.3233
foot.l,21.263977,47.560475,49.4751
hip.r,-8.666706,-7.168790,9.6113
knee.r,-9.565948,45.358014,16.8622
ankle.r,-2.982255,63.581598,47.2258
foot.r,-3.529413,72.172049,43.1670
