name,x,y,z
root,0.843876,-13.285802,-28.5012
neck,0.472250,-42.349885,-41.0603
shoulder.l,-20.209910,-46.191890,-51.1962
elbow.l,-16.966209,-18.348372,-24.7041
wrist.l,-10.059107,-21.376509,-4.0659
shoulder.r,24.086176,-44.942110,-36.3269
elbow.r,24.006663,-17.362433,-8.2876
wrist.r,14.077185,-5.480685,5.6696
headTop,-1.263822,-70.443298,-48.6418
hip.l,-11.662375,-3.582601,-19.6993
knee.l,-10.537800,30.152850,21.0542
ankle.l,-14.553109,57.551601,47.4752
foot.l,-21.328715,54.410555,55.8396
hip.r,9.543889,-6.241061,-15.3080
knee.r,10.983610,30.256168,25.3392
ankle.r,8.957126,61.733009,55.7574
foot.r,13.610272,55.500463,66.6562
