name,x,y,z
root,-47.901127,-15.493383,-5.3431
neck,-23.169902,-31.478854,16.7744
shoulder.l,-29.246452,-18.892973,38.7983
elbow.l,-4.155853,-3.335562,71.9764
wrist.l,9.126389,-11.191145,90.1278
shoulder.r,-14.660992,-49.113621,2.2085
elbow.r,12.566044,-39.623003,-15.6745
wrist.r,34.735261,-34.567118,-8.8558
headTop,-19.454394,-50.358273,34.2737
hip.l,-46.178071,3.754093,-5.1197
knee.l,-5.634703,38.776915,20.0020
ankle.l,22.033740,78.024328,-9.0111
foot.l,38.415793,78.887160,-2.4557
hip.r,-41.839968,-11.527933,-22.8345
knee.r,12.629636,-4.419948,-61.5629
ankle.r,40.468041,37.667475,-71.7040
foot.r,62.266558,32.891842,-71.5999
