name,x,y,z
root,1.379022,-5.151926,26.9028
neck,1.742086,-36.261251,24.1534
shoulder.l,21.302498,-32.808689,45.8628
elbow.l,17.982255,-18.756619,16.8728
wrist.l,14.135574,-11.639591,-2.9758
shoulder.r,-18.291526,-34.028636,45.7672
elbow.r,-24.757701,-17.560330,16.5984
wrist.r,-19.407940,-10.380246,3.5250
headTop,4.500597,-63.440014,41.0601
hip.l,11.821381,-0.226326,14.5068
knee.l,6.837612,28.094844,-19.6057
ankle.l,1.976123,59.901647,-39.8210
foot.l,4.605467,32.187402,-60.6657
hip.r,-8.205207,-0.442776,14.4307
knee.r,-4.292377,25.734854,-23.9594
ankle.r,-6.327181,56.475094,-40.3181
foot.r,-5.000682,28.302564,-62.3342
