name,x,y,z
root,-0.834044,-19.948638,29.6416
neck,1.741448,-44.121774,25.5732
shoulder.l,30.663810,-50.236612,26.1488
elbow.l,32.769393,-15.980391,45.7840
wrist.l,20.298649,-0.036409,33.9530
shoulder.r,-28.818967,-44.076762,18.1089
elbow.r,-19.370405,-9.170163,22.5704
wrist.r,-4.119219,-15.046791,9.8340
headTop,4.960030,-67.592501,18.8568
hip.l,7.371280,-6.553712,21.7388
knee.l,34.243166,25.562711,-12.8577
ankle.l,40.961362,76.485111,-45.3286
foot.l,46.783812,53.386524,-69.1068
hip.r,-7.757165,-5.764351,20.7599
knee.r,-34.900295,34.319196,-13.3234
ankle.r,-58.706553,61.575606,-54.3904
foot.r,-65.286301,27.198956,-77.9624
