name,x,y,z
root,5.627403,-14.798770,-9.3018
neck,14.606299,-40.568111,-24.7774
shoulder.l,39.490878,-37.660929,-28.5570
elbow.l,50.066578,-14.946408,0.1342
wrist.l,42.859386,9.164980,-4.9092
shoulder.r,-5.730152,-54.786794,-26.2731
elbow.r,-24.739469,-45.820082,6.7053
wrist.r,-40.977713,-20.385239,2.2039
headTop,19.337748,-56.266221,-44.4638
hip.l,8.236704,3.926131,-10.8273
knee.l,3.373161,44.598415,-16.3492
ankle.l,-3.902187,48.651553,39.4472
foot.l,-8.675982,59.514218,49.0511
hip.r,-8.503681,-2.926068,-9.6245
knee.r,-34.795672,30.221633,-14.4728
ankle.r,-25.911550,40.286246,40.9319
foot.r,-30.361751,51.795443,51.0826
