name,x,y,z
root,0.397004,-10.613696,22.5580
neck,-5.089605,-31.612346,6.1761
shoulder.l,9.975396,-41.429244,11.3684
elbow.l,23.339756,-21.014795,32.1474
wrist.l,28.101237,-16.273787,12.5068
shoulder.r,-21.135382,-43.830620,5.4407
elbow.r,-25.111495,-19.739733,22.3030
wrist.r,-29.021567,0.205565,-0.6222
headTop,-6.052680,-60.530050,-8.9535
hip.l,5.519842,-5.419642,9.4211
knee.l,-0.399349,10.392109,-28.0757
ankle.l,4.550915,36.722174,-63.8915
foot.l,-2.246157,37.623274,-68.5553
hip.r,-10.528303,-3.488720,13.7452
knee.r,5.520621,38.696841,-14.3287
ankle.r,10.672336,59.934157,24.4393
foot.r,11.507431,70.378513,24.3209
