name,x,y,z
root,6.185179,-1.360852,-2.9008
neck,24.085132,-8.708164,9.7741
shoulder.l,34.640894,-24.296072,-1.9792
elbow.l,31.443952,-43.106671,-37.4775
wrist.l,32.182271,-72.085996,-20.4315
shoulder.r,37.723855,5.989186,5.6267
elbow.r,28.160882,9.939345,-22.5313
wrist.r,19.510894,25.321381,-6.0342
headTop,52.339573,-13.884167,5.1129
hip.l,-8.456536,-5.882183,2.2395
knee.l,-37.023469,-12.751134,28.5104
ankle.l,-42.537352,14.493364,-13.5608
foot.l,-53.529914,8.796547,-13.2521
hip.r,-3.414428,8.114554,4.5817
knee.r,-31.723072,20.689778,40.7833
ankle.r,-44.232725,39.312912,6.1746
foot.r,-45.355137,49.418173,15.3642
