name,x,y,z
root,23.432580,12.084048,32.4274
neck,19.995225,-13.962242,21.9897
shoulder.l,34.060067,-19.525066,10.4362
elbow.l,9.584226,-9.962380,-13.4836
wrist.l,-8.938536,-2.395817,-24.4966
shoulder.r,7.530975,-24.236385,31.4568
elbow.r,-11.951308,-10.204022,2.9921
wrist.r,-21.913806,0.626457,-15.1981
headTop,19.546640,-34.770876,15.5715
hip.l,24.458544,23.560613,21.9213
knee.l,8.927911,-3.399488,-9.4257
ankle.l,-17.974303,28.205059,-31.0054
foot.l,-11.037754,11.284537,-43.2601
hip.r,11.049638,21.022970,32.8362
knee.r,-10.515966,-7.744600,6.2687
ankle.r,-33.369149,24.794681,-20.2109
foot.r,-42.884984,4.622510,-18.8195
