name,x,y,z
root,-0.391009,0.435704,30.6868
neck,-2.442139,-30.974470,19.8780
shoulder.l,16.038554,-33.848214,20.8724
elbow.l,34.714130,-38.030504,-22.0265
wrist.l,54.249769,-35.622516,-58.5708
shoulder.r,-20.344689,-32.147721,20.9091
elbow.r,-35.797208,-33.589037,-14.6026
wrist.r,-56.815527,-28.757039,-51.7943
headTop,-2.908993,-49.251807,32.9082
hip.l,8.392709,16.491261,24.7977
knee.l,33.105744,34.921833,4.9376
ankle.l,67.246951,50.800641,-3.1518
foot.l,82.711935,34.546495,-21.2482
hip.r,-8.896648,17.239833,26.7167
knee.r,-33.096579,33.255986,11.2550
ankle.r,-57.309186,55.997731,-1.7024
foot.r,-78.457814,38.531826,-19.8648
