name,x,y,z
root,14.067643,-2.844425,22.9529
neck,5.525067,-28.979861,21.4237
shoulder.l,22.496575,-46.216014,27.2020
elbow.l,9.139848,-40.048270,-9.9576
wrist.l,-17.005944,-45.438354,-31.6767
shoulder.r,-11.490805,-41.237649,42.6836
elbow.r,-3.895726,-16.283927,72.6832
wrist.r,-18.703387,-26.949200,46.9396
headTop,15.362346,-47.524069,40.7376
hip.l,27.427855,4.871844,8.9566
knee.l,-4.470337,24.262698,-35.9599
ankle.l,-19.041322,47.996852,-72.8855
foot.l,-16.891201,39.376362,-81.2313
hip.r,7.036493,12.155126,17.0109
knee.r,4.129489,28.586036,-14.8350
ankle.r,-2.088160,77.370217,-25.3915
foot.r,-11.598431,60.902634,-28.6526
