name,x,y,z
root,27.391468,6.540768,32.7911
neck,7.924450,-21.253176,30.3523
shoulder.l,2.560876,-28.489724,11.3372
elbow.l,-3.432002,-11.623233,-4.7263
wrist.l,-15.664325,-5.123933,-33.9280
shoulder.r,5.042864,-27.031647,56.9055
elbow.r,-4.974379,-19.712403,73.7679
wrist.r,-19.341730,-4.082275,57.8511
headTop,7.678770,-47.342641,28.7662
hip.l,30.916895,0.128049,15.1478
knee.l,-12.251522,-2.292988,-32.7666
ankle.l,-26.555169,28.032240,-72.4447
foot.l,-51.127849,4.424381,-79.1229
hip.r,16.614325,17.630158,23.3672
knee.r,-5.185952,22.841203,-7.3656
ankle.r,20.585116,42.959981,-38.0433
foot.r,19.818166,44.395239,-61.8891
