name,x,y,z
root,-12.501795,-14.125028,-1.0238
neck,-4.684015,-39.625202,-1.6320
shoulder.l,1.001549,-46.536519,17.8885
elbow.l,2.020713,-23.823420,44.2112
wrist.l,20.119800,-14.286157,57.1653
shoulder.r,0.837610,-44.909002,-20.5621
elbow.r,-9.572204,-21.438410,-44.3335
wrist.r,8.620703,-11.138089,-59.7902
headTop,2.147622,-66.915802,-3.0697
hip.l,-4.810350,-0.275158,5.3895
knee.l,1.354929,30.682814,40.2334
ankle.l,-10.243555,57.556184,82.2932
foot.l,6.667545,50.635475,93.7527
hip.r,-5.817148,0.004061,-6.4002
knee.r,2.881049,30.700568,-42.0388
ankle.r,-8.340444,60.544326,-72.7187
foot.r,10.317992,52.949358,-89.3648
