name,x,y,z
root,0.960609,-17.818766,20.3212
neck,1.534794,-43.749447,31.0454
shoulder.l,18.878229,-58.815336,35.7087
elbow.l,23.213092,-25.083347,33.2463
wrist.l,27.183678,-1.984507,18.7966
shoulder.r,-15.366572,-57.110051,37.9037
elbow.r,-20.438024,-22.745763,39.9758
wrist.r,-23.177215,-2.116503,32.3503
headTop,1.440760,-67.410697,32.1582
hip.l,9.189409,-10.495821,8.4784
knee.l,14.837333,22.777505,-31.8876
ankle.l,16.872424,69.874645,-51.1496
foot.l,19.898418,61.092236,-67.1512
hip.r,-7.283660,-10.622671,9.0068
knee.r,-16.194820,28.109589,-29.6722
ankle.r,-22.729459,73.293019,-51.7856
foot.r,-28.818995,62.805913,-67.3452
