name,x,y,z
root,-9.129456,-27.060600,23.0463
neck,-3.262872,-48.887628,10.6821
shoulder.l,18.151283,-56.828707,15.7601
elbow.l,28.112209,-24.311069,0.9355
wrist.l,24.422702,5.319056,-30.4624
shoulder.r,-17.741511,-58.789086,-2.6105
elbow.r,-23.773912,-21.404653,-36.0148
wrist.r,-11.483926,11.195001,-66.6917
headTop,15.965156,-56.912394,-1.0101
hip.l,1.006588,-14.168535,21.0283
knee.l,-4.212859,34.653535,6.5688
ankle.l,19.790984,62.630181,29.2009
foot.l,18.184298,62.082053,17.1097
hip.r,-20.389190,-15.384417,20.7531
knee.r,-14.597196,23.750166,0.6869
ankle.r,-10.605310,65.881221,2.4113
foot.r,-10.436987,58.235876,-11.3934
