name,x,y,z
root,-8.630175,-7.043524,24.3882
neck,-7.835798,-34.520053,32.4104
shoulder.l,4.538021,-40.515259,50.3216
elbow.l,5.132205,-21.396678,42.1195
wrist.l,25.573715,-21.614310,17.1774
shoulder.r,-24.447204,-45.467008,30.0855
elbow.r,-3.207304,-16.437099,0.8536
wrist.r,21.868295,-20.728303,-27.6288
headTop,-13.294690,-55.460438,39.0553
hip.l,3.428342,1.980959,16.3310
knee.l,21.087146,30.829535,-19.3146
ankle.l,36.691238,57.462005,-24.4765
foot.l,42.901584,48.653139,-35.8661
hip.r,-13.672193,-2.116273,9.4306
knee.r,-19.098612,31.368215,-30.9703
ankle.r,-37.204581,52.953725,-56.0798
foot.r,-33.829988,42.051368,-67.8371
