name,x,y,z
root,16.502922,-9.692326,2.5461
neck,4.153029,-30.289634,0.7188
shoulder.l,2.887013,-40.332639,-19.7296
elbow.l,-16.989511,-15.458670,-21.8890
wrist.l,-30.246308,-9.603025,-5.7493
shoulder.r,-7.286680,-46.053900,16.8086
elbow.r,-32.410101,-39.714568,37.0238
wrist.r,-32.391556,-30.022519,14.4817
headTop,-4.668656,-51.863892,-1.5977
hip.l,12.106340,2.025078,-7.4350
knee.l,15.530084,25.491975,-42.4628
ankle.l,36.431872,57.029212,-28.5038
foot.l,25.180900,48.612326,-49.2635
hip.r,7.019237,0.886787,10.4503
knee.r,1.418144,28.042266,25.9541
ankle.r,12.552041,58.906293,29.3306
foot.r,-9.788771,52.037235,39.3169
