name,x,y,z
root,-0.296379,-9.459409,20.4115
neck,-1.591663,-33.055267,17.1954
shoulder.l,13.412358,-52.182594,11.2165
elbow.l,20.338007,-30.087093,27.5220
wrist.l,18.192585,-0.390487,30.2467
shoulder.r,-15.742929,-47.693520,27.1970
elbow.r,-21.281438,-15.351249,10.8189
wrist.r,-9.382436,-1.145641,6.5150
headTop,9.545841,-67.272073,-2.2792
hip.l,6.801081,-3.036377,7.1870
knee.l,14.710339,21.940052,-27.4109
ankle.l,9.144497,55.124127,-19.3578
foot.l,27.434109,45.150773,-40.3014
hip.r,-10.623120,2.810526,16.9405
knee.r,-11.187390,34.014230,-16.9637
ankle.r,-8.333185,59.002460,-33.5040
foot.r,-41.140276,41.631540,-35.4334
