name,x,y,z
root,-9.668170,-21.296312,-20.8655
neck,7.389171,-40.095258,-20.0984
shoulder.l,-7.181159,-51.364798,0.8552
elbow.l,-29.433813,-27.372664,-16.9312
wrist.l,-39.476268,-10.183294,-6.5517
shoulder.r,26.352070,-34.648473,-37.4114
elbow.r,20.967939,-13.210076,-18.2160
wrist.r,19.251487,-6.018826,2.2027
headTop,14.932675,-64.023863,-22.1587
hip.l,-8.956534,-10.689267,-5.3585
knee.l,13.395593,24.383125,26.1458
ankle.l,-3.010077,61.099284,23.2615
foot.l,7.019463,39.742095,43.8360
hip.r,-4.266632,-4.127538,-16.6933
knee.r,-3.644396,34.455279,22.1455
ankle.r,-15.951675,64.418282,30.2788
foot.r,12.280327,58.932306,15.5592
