name,x,y,z
root,1.824172,-9.239375,24.3078
neck,2.891304,-35.742284,24.1980
shoulder.l,14.207385,-35.536197,45.8363
elbow.l,9.181674,-25.507320,61.9610
wrist.l,16.620790,-15.788259,56.8523
shoulder.r,-18.700438,-37.228345,21.2389
elbow.r,-18.910609,-18.788819,-15.4102
wrist.r,-8.957341,-9.492625,-3.1777
headTop,-2.908289,-49.964005,43.0764
hip.l,9.935864,4.460089,19.8407
knee.l,5.115560,22.081057,-29.4946
ankle.l,1.406826,48.644316,-44.5043
foot.l,1.832086,34.643825,-61.0452
hip.r,-5.566887,-1.892668,11.7679
knee.r,-1.813518,23.541863,-32.8532
ankle.r,-6.592934,59.639835,-53.0847
foot.r,0.434357,46.168913,-69.5092
