name,x,y,z
root,-1.794448,2.253612,31.7504
neck,-0.621794,-25.173817,31.9571
shoulder.l,15.543792,-24.867105,46.7513
elbow.l,23.555416,-20.154044,17.7521
wrist.l,9.350394,-35.166811,-1.9906
shoulder.r,-20.440005,-23.978591,27.3012
elbow.r,-23.617101,-3.007884,20.8062
wrist.r,-9.870419,0.571114,6.8234
headTop,0.377717,-43.801616,39.2409
hip.l,10.287230,6.606795,24.8635
knee.l,12.566159,2.792587,-19.9022
ankle.l,-0.873426,29.960734,-54.8833
foot.l,-5.487631,14.735955,-68.6738
hip.r,-8.735132,5.950053,19.5442
knee.r,1.536796,14.652704,-22.4989
ankle.r,4.124141,55.440492,-43.0777
foot.r,-5.901690,43.185822,-55.7638
