name,x,y,z
root,-6.322699,-21.683351,2.8663
neck,-0.332156,-40.648202,-15.7135
shoulder.l,22.176179,-46.866870,-15.2184
elbow.l,11.931654,-26.938795,2.5697
wrist.l,23.641020,-12.814583,-3.2293
shoulder.r,-19.625346,-47.942978,-21.8537
elbow.r,-29.220256,-22.477192,1.7549
wrist.r,-28.475862,-3.732679,-10.9518
headTop,14.286340,-60.249353,-27.8922
hip.l,7.881323,-8.876794,2.2670
knee.l,13.842351,34.352681,25.0820
ankle.l,10.479706,59.081539,70.9754
foot.l,22.117097,63.469287,67.4475
hip.r,-14.742729,-8.031687,-0.3924
knee.r,-18.929720,24.060268,-31.6030
ankle.r,-4.079779,58.612318,-15.0465
foot.r,-4.627123,60.686392,-31.0620
