name,x,y,z
root,-0.456428,-8.712394,31.6450
neck,-2.945916,-34.192713,31.0017
shoulder.l,19.902002,-41.576990,29.0300
elbow.l,15.624568,-23.549266,4.0271
wrist.l,5.192661,-12.950230,-16.0872
shoulder.r,-25.113840,-39.076903,36.6008
elbow.r,-25.404829,-21.698479,6.0745
wrist.r,-21.850298,-14.569548,-15.3132
headTop,-2.101283,-53.287341,35.4855
hip.l,7.362151,0.354991,19.0531
knee.l,9.702519,27.326896,-20.0558
ankle.l,28.182368,42.934805,-34.0593
foot.l,30.781213,35.592272,-37.5267
hip.r,-9.377590,2.252826,22.3803
knee.r,-13.281708,25.308034,-15.2315
ankle.r,-7.339816,59.583617,-35.4027
foot.r,-8.875774,56.260423,-41.6216
